label,predicted,softmax0,softmax1,filepath,0,1,2,confid
0.0,0,0.9999444633229396,5.55366770602658e-05,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024307_512_brhigh.jpg,12.779236,20.728722,-20.857256,0.9999444633229396
0.0,1,0.1018986182633828,0.8981013817366172,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024318_512_brhigh.jpg,34.78538,-3.1233726,12.228281,0.8981013817366172
0.0,0,0.9986107452667352,0.0013892547332646,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024320_512_brhigh.jpg,20.200403,26.317526,-9.17171,0.9986107452667352
1.0,1,0.0631945697178947,0.9368054302821052,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024323_512_brhigh.jpg,27.763237,-12.329292,3.7232862,0.9368054302821052
0.0,0,0.5460247614275964,0.4539752385724035,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024330_512_brhigh.jpg,25.45386,0.31403956,15.302689,0.5460247614275964
1.0,1,0.0001593267167337,0.9998406732832662,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024331_512_brhigh.jpg,34.180416,-11.661244,19.224245,0.9998406732832662
0.0,0,0.978015294344488,0.0219847056555118,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024335_512_brhigh.jpg,26.68394,-2.4198453,-26.854885,0.978015294344488
0.0,0,0.9999733073724236,2.6692627576443024e-05,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024337_512_brhigh.jpg,-10.641087,-7.207072,14.58369,0.9999733073724236
0.0,0,0.9997528649314968,0.000247135068503,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024353_512_brhigh.jpg,13.228741,2.819018,-23.824814,0.9997528649314968
0.0,0,0.958222549753742,0.0417774502462579,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024355_512_brhigh.jpg,20.519049,-7.707771,-6.836851,0.958222549753742
0.0,1,0.0281098588562623,0.9718901411437376,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024361_512_brhigh.jpg,36.588554,-9.619867,1.3423861,0.9718901411437376
0.0,0,0.9460103555037664,0.0539896444962335,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024362_512_brhigh.jpg,28.15979,10.430366,-8.880951,0.9460103555037664
0.0,0,0.9998981126826718,0.000101887317328,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024379_512_brhigh.jpg,4.0208197,1.1950918,-8.367551,0.9998981126826718
0.0,0,0.999959341303478,4.065869652221429e-05,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024380_512_brhigh.jpg,10.354744,-12.686083,-17.734676,0.999959341303478
0.0,0,0.5908414634780327,0.4091585365219673,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024383_512_brhigh.jpg,24.082281,-1.3557798,-2.0625398,0.5908414634780327
0.0,0,0.9999999504162668,4.9583733239228495e-08,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024384_512_brhigh.jpg,5.819899,35.08621,-20.59111,0.9999999504162668
0.0,0,0.9999884786957796,1.1521304220329768e-05,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024386_512_brhigh.jpg,11.950389,19.7352,4.603322,0.9999884786957796
0.0,0,0.998757032540062,0.0012429674599381,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024396_512_brhigh.jpg,19.904566,-1.6350651,-29.232304,0.998757032540062
0.0,0,0.7476254917059385,0.2523745082940615,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024399_512_brhigh.jpg,34.118214,9.951811,-4.2237935,0.7476254917059385
1.0,1,0.0002869349091475,0.9997130650908524,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024403_512_brhigh.jpg,33.762226,-14.997748,10.43253,0.9997130650908524
0.0,0,0.9951798145030776,0.0048201854969224,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024404_512_brhigh.jpg,21.047663,2.7263148,-29.252882,0.9951798145030776
1.0,1,0.023343414072189,0.9766565859278108,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024411_512_brhigh.jpg,28.223469,-12.956222,4.968398,0.9766565859278108
0.0,1,0.0009964189975961,0.9990035810024038,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024412_512_brhigh.jpg,33.15027,-13.586131,19.570322,0.9990035810024038
0.0,0,0.9999672900289092,3.2709971090863593e-05,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024413_512_brhigh.jpg,10.081662,13.094104,-24.777313,0.9999672900289092
0.0,0,0.9999964496505076,3.550349492454436e-06,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024423_512_brhigh.jpg,4.8072677,13.376097,-27.250572,0.9999964496505076
0.0,0,0.9999927063198624,7.293680137661086e-06,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024433_512_brhigh.jpg,1.8537999,2.8437169,-24.429573,0.9999927063198624
0.0,0,0.609276773708546,0.3907232262914538,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024441_512_brhigh.jpg,32.621082,-3.1267846,-7.83785,0.609276773708546
1.0,1,0.0014789386937784,0.9985210613062216,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024443_512_brhigh.jpg,33.976444,-9.665152,13.620602,0.9985210613062216
0.0,0,0.9993826122529958,0.000617387747004,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024453_512_brhigh.jpg,15.075526,-10.9036665,-14.995795,0.9993826122529958
1.0,1,0.0019495584571855,0.9980504415428144,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024454_512_brhigh.jpg,31.433163,-10.142546,18.095327,0.9980504415428144
1.0,1,0.0002768911543162,0.9997231088456836,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024461_512_brhigh.jpg,32.66496,-11.513693,14.62435,0.9997231088456836
0.0,0,0.9851334914215616,0.0148665085784384,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024469_512_brhigh.jpg,15.857872,4.027176,-7.323649,0.9851334914215616
1.0,1,0.0270619663034636,0.9729380336965364,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024470_512_brhigh.jpg,28.709476,-9.091683,11.572772,0.9729380336965364
0.0,1,0.0250809400984799,0.97491905990152,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024477_512_brhigh.jpg,34.25385,-12.808211,0.6793854,0.97491905990152
0.0,0,0.9998446069960504,0.0001553930039494,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024483_512_brhigh.jpg,17.700352,10.651538,-23.222826,0.9998446069960504
0.0,0,0.9996667759526516,0.0003332240473484,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024484_512_brhigh.jpg,10.593951,29.178684,-10.002503,0.9996667759526516
0.0,0,0.999999485471474,5.145285261913423e-07,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024485_512_brhigh.jpg,-4.565952,5.9163494,-22.813747,0.999999485471474
0.0,1,0.0042637914193587,0.9957362085806412,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024494_512_brhigh.jpg,39.213272,3.3439586,6.0343404,0.9957362085806412
0.0,1,0.205416697498595,0.794583302501405,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024497_512_brhigh.jpg,33.5666,-0.65235245,0.0881012,0.794583302501405
0.0,0,0.9323822156870664,0.0676177843129338,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024503_512_brhigh.jpg,28.420158,-7.637546,-12.975298,0.9323822156870664
0.0,0,0.5063752187476934,0.4936247812523065,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024507_512_brhigh.jpg,32.349907,7.5637302,4.473736,0.5063752187476934
0.0,1,0.4715336558225482,0.5284663441774518,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024518_512_brhigh.jpg,33.651077,-8.025694,-5.3411226,0.5284663441774518
0.0,0,0.9999525586251308,4.744137486908343e-05,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024523_512_brhigh.jpg,10.546094,36.917084,-12.164852,0.9999525586251308
0.0,0,0.8326882387626763,0.1673117612373238,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024524_512_brhigh.jpg,26.36733,-9.829522,-4.074752,0.8326882387626763
0.0,0,0.99999198310292,8.01689708008126e-06,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024530_512_brhigh.jpg,6.182551,32.960316,-16.454178,0.99999198310292
0.0,0,0.9999780886351248,2.1911364875101268e-05,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024535_512_brhigh.jpg,10.176324,13.920445,-9.270189,0.9999780886351248
1.0,1,0.4657586050492076,0.5342413949507924,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024539_512_brhigh.jpg,34.084633,-0.37167373,13.813046,0.5342413949507924
0.0,0,0.9999982942088568,1.7057911430975284e-06,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024542_512_brhigh.jpg,-5.3156486,11.470556,-19.31773,0.9999982942088568
1.0,1,0.0273309316254979,0.9726690683745022,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024552_512_brhigh.jpg,37.481606,-9.577533,-4.200982,0.9726690683745022
1.0,1,7.555663995565908e-05,0.9999244433600444,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024554_512_brhigh.jpg,32.01369,-18.313652,14.522797,0.9999244433600444
0.0,0,0.998801183780039,0.001198816219961,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024559_512_brhigh.jpg,20.09285,14.272293,-14.31139,0.998801183780039
1.0,1,0.1160119507324394,0.8839880492675606,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024562_512_brhigh.jpg,29.487839,12.053023,13.910589,0.8839880492675606
0.0,0,0.9999760176591036,2.3982340896491427e-05,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024569_512_brhigh.jpg,12.188679,36.21833,-15.347201,0.9999760176591036
1.0,1,0.0006085271412788,0.9993914728587212,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024573_512_brhigh.jpg,35.53092,-8.988588,14.490722,0.9993914728587212
0.0,0,0.6426098100926573,0.3573901899073428,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024581_512_brhigh.jpg,27.042341,-22.444153,0.93043494,0.6426098100926573
1.0,1,1.4673122665601048e-05,0.9999853268773344,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024590_512_brhigh.jpg,34.57276,-12.563342,17.354525,0.9999853268773344
0.0,1,0.4794746778787515,0.5205253221212485,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024591_512_brhigh.jpg,30.29618,10.48845,-1.8081431,0.5205253221212485
0.0,0,0.9999799297764298,2.0070223570183955e-05,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024603_512_brhigh.jpg,10.180591,16.623281,-19.583776,0.9999799297764298
0.0,0,0.9998473257340496,0.0001526742659505,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024605_512_brhigh.jpg,15.586308,2.6853302,-21.912252,0.9998473257340496
0.0,0,0.9928533379068654,0.0071466620931345,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024606_512_brhigh.jpg,20.977453,31.124317,-2.9236505,0.9928533379068654
0.0,0,0.9999216056293324,7.839437066753873e-05,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024607_512_brhigh.jpg,12.770405,1.9101871,-21.799026,0.9999216056293324
0.0,0,0.9970607606010772,0.0029392393989226,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024613_512_brhigh.jpg,28.272467,9.552808,-20.693213,0.9970607606010772
0.0,1,0.324267664010572,0.675732335989428,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024615_512_brhigh.jpg,25.79484,-10.400623,-3.8514569,0.675732335989428
0.0,0,0.9999916377794092,8.362220590721464e-06,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024616_512_brhigh.jpg,15.308326,37.592136,-10.530815,0.9999916377794092
0.0,0,0.9997099996933798,0.00029000030662,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024621_512_brhigh.jpg,10.657143,30.615753,-9.821553,0.9997099996933798
0.0,0,0.9996574923396252,0.0003425076603749,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024627_512_brhigh.jpg,16.746143,10.945405,-12.88366,0.9996574923396252
0.0,0,0.9998974209649756,0.0001025790350245,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024633_512_brhigh.jpg,13.231816,7.256366,-30.234713,0.9998974209649756
0.0,0,0.9885811847190368,0.011418815280963,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024638_512_brhigh.jpg,24.743614,13.087187,4.730416,0.9885811847190368
0.0,0,0.9999998885031868,1.1149681339716184e-07,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024639_512_brhigh.jpg,8.405637,39.42175,-17.45075,0.9999998885031868
0.0,0,0.9997631743540218,0.0002368256459781,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024650_512_brhigh.jpg,14.028726,24.676058,-8.9164505,0.9997631743540218
0.0,0,0.6423853005976783,0.3576146994023217,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024653_512_brhigh.jpg,20.755661,-6.7447767,-3.3586044,0.6423853005976783
0.0,1,0.0015008835230494,0.9984991164769506,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024664_512_brhigh.jpg,25.46961,-16.358086,9.183279,0.9984991164769506
1.0,1,0.2454942151773014,0.7545057848226987,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024675_512_brhigh.jpg,21.66317,-18.008764,4.8591413,0.7545057848226987
0.0,0,0.9999990666113996,9.333886004186408e-07,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024681_512_brhigh.jpg,4.3193383,17.784819,-14.742718,0.9999990666113996
0.0,0,0.9999979341510798,2.0658489201669127e-06,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024687_512_brhigh.jpg,5.562643,15.152898,-10.213304,0.9999979341510798
0.0,0,0.9883091255895178,0.0116908744104822,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024690_512_brhigh.jpg,31.804575,20.256994,0.92390054,0.9883091255895178
0.0,1,0.1187045038713044,0.8812954961286956,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024696_512_brhigh.jpg,32.50868,-13.865724,-0.94493574,0.8812954961286956
0.0,1,0.0903401968835227,0.9096598031164772,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024697_512_brhigh.jpg,37.185818,0.15693429,6.0425277,0.9096598031164772
0.0,0,0.9997741278766602,0.0002258721233399,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024699_512_brhigh.jpg,16.291536,16.235762,-26.721352,0.9997741278766602
0.0,0,0.6677188627627444,0.3322811372372556,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024714_512_brhigh.jpg,14.798417,-16.980316,-2.6490843,0.6677188627627444
0.0,0,0.9999661214809716,3.387851902844694e-05,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024717_512_brhigh.jpg,8.076164,20.437954,1.753049,0.9999661214809716
0.0,0,0.9961850502502126,0.0038149497497874,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024718_512_brhigh.jpg,13.944083,-3.429908,-17.16281,0.9961850502502126
0.0,0,0.9999449319458188,5.506805418108927e-05,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024719_512_brhigh.jpg,11.716476,4.238628,-23.562483,0.9999449319458188
0.0,0,0.728734800674854,0.271265199325146,/dkfz/cluster/gpu/data/OE0612/l049e/ham10000/ham10000_images_part_1/ISIC_0024720_512_brhigh.jpg,29.208164,12.493337,6.3688626,0.728734800674854
